Year,Measure,measureSubcategory,Demographic,DemographicBreakdown,OrganisationBreakdown,Datasource,OrgID,OrgName,MHSDS_Count,Total_Count,CrudeRate
2021/22,People subject to repeat detentions,1,Ethnicity,White and Black African,All submissions,MHSDS,All prov,All providers,211,211,NULL
2021/22,People subject to repeat detentions,1,Ethnicity,White and Black Caribbean,All submissions,MHSDS,All prov,All providers,453,453,NULL
2021/22,People subject to repeat detentions,1,Gender,1,All submissions,MHSDS,All prov,All providers,24491,24491,NULL
2021/22,People subject to repeat detentions,1,Gender,2,All submissions,MHSDS,All prov,All providers,21437,21437,NULL
2021/22,People subject to repeat detentions,1,Gender,3,All submissions,MHSDS,All prov,All providers,14,14,NULL
2021/22,People subject to repeat detentions,1,Gender,4,All submissions,MHSDS,All prov,All providers,23,23,NULL
2021/22,People subject to repeat detentions,1,Gender,9,All submissions,MHSDS,All prov,All providers,21,21,NULL
2021/22,People subject to repeat detentions,1,Gender,All,All submissions,Both,All prov,All providers,0,0,NULL
2021/22,People subject to repeat detentions,2,Age,15 and under,All submissions,MHSDS,All prov,All providers,101,101,NULL
2021/22,People subject to repeat detentions,2,Age,16 to 17,All submissions,MHSDS,All prov,All providers,155,155,NULL
2021/22,People subject to repeat detentions,2,Age,18 to 34,All submissions,MHSDS,All prov,All providers,3408,3408,NULL
2021/22,People subject to repeat detentions,2,Age,35 to 49,All submissions,MHSDS,All prov,All providers,2171,2171,NULL
2021/22,People subject to repeat detentions,2,Age,50 to 64,All submissions,MHSDS,All prov,All providers,1580,1580,NULL
2021/22,People subject to repeat detentions,2,Age,65 and over,All submissions,MHSDS,All prov,All providers,946,946,NULL
2021/22,People subject to repeat detentions,2,Age,All,All submissions,Both,All prov,All providers,0,0,NULL
2021/22,People subject to repeat detentions,2,All,All,All submissions,MHSDS,All prov,All providers,8361,8361,NULL
2021/22,People subject to repeat detentions,2,Ethnicity,African,All submissions,MHSDS,All prov,All providers,427,427,NULL
2021/22,People subject to repeat detentions,2,Ethnicity,All,All submissions,Both,All prov,All providers,0,0,NULL
2021/22,People subject to repeat detentions,2,Ethnicity,Any Other Asian Background,All submissions,MHSDS,All prov,All providers,186,186,NULL
2021/22,People subject to repeat detentions,2,Ethnicity,Any Other Black Background,All submissions,MHSDS,All prov,All providers,278,278,NULL
2021/22,People subject to repeat detentions,2,Ethnicity,Any Other Mixed Background,All submissions,MHSDS,All prov,All providers,143,143,NULL
2021/22,People subject to repeat detentions,2,Ethnicity,Any Other White Background,All submissions,MHSDS,All prov,All providers,495,495,NULL
2021/22,People subject to repeat detentions,2,Ethnicity,Any other ethnic group,All submissions,MHSDS,All prov,All providers,296,296,NULL
2021/22,People subject to repeat detentions,2,Ethnicity,Asian or Asian British,All submissions,MHSDS,All prov,All providers,543,543,NULL
2021/22,People subject to repeat detentions,2,Ethnicity,Bangladeshi,All submissions,MHSDS,All prov,All providers,76,76,NULL
2021/22,People subject to repeat detentions,2,Ethnicity,Black or Black British,All submissions,MHSDS,All prov,All providers,981,981,NULL
2021/22,People subject to repeat detentions,2,Ethnicity,British,All submissions,MHSDS,All prov,All providers,4095,4095,NULL
2021/22,People subject to repeat detentions,2,Ethnicity,Caribbean,All submissions,MHSDS,All prov,All providers,276,276,NULL
2021/22,People subject to repeat detentions,2,Ethnicity,Chinese,All submissions,MHSDS,All prov,All providers,44,44,NULL
2021/22,People subject to repeat detentions,2,Ethnicity,Indian,All submissions,MHSDS,All prov,All providers,131,131,NULL
2021/22,People subject to repeat detentions,2,Ethnicity,Irish,All submissions,MHSDS,All prov,All providers,61,61,NULL
2021/22,People subject to repeat detentions,2,Ethnicity,Mixed,All submissions,MHSDS,All prov,All providers,320,320,NULL
2021/22,People subject to repeat detentions,2,Ethnicity,Not Known,All submissions,MHSDS,All prov,All providers,718,718,NULL
2021/22,People subject to repeat detentions,2,Ethnicity,Not Stated,All submissions,MHSDS,All prov,All providers,578,578,NULL
2021/22,People subject to repeat detentions,2,Ethnicity,Other Ethnic Groups,All submissions,MHSDS,All prov,All providers,1636,1636,NULL
2021/22,People subject to repeat detentions,2,Ethnicity,Pakistani,All submissions,MHSDS,All prov,All providers,150,150,NULL
2021/22,People subject to repeat detentions,2,Ethnicity,Unknown,All submissions,MHSDS,All prov,All providers,230,230,NULL
2021/22,People subject to repeat detentions,2,Ethnicity,White,All submissions,MHSDS,All prov,All providers,4651,4651,NULL
2021/22,People subject to repeat detentions,2,Ethnicity,White and Asian,All submissions,MHSDS,All prov,All providers,29,29,NULL
2021/22,People subject to repeat detentions,2,Ethnicity,White and Black African,All submissions,MHSDS,All prov,All providers,50,50,NULL
2021/22,People subject to repeat detentions,2,Ethnicity,White and Black Caribbean,All submissions,MHSDS,All prov,All providers,98,98,NULL
2021/22,People subject to repeat detentions,2,Gender,1,All submissions,MHSDS,All prov,All providers,4294,4294,NULL
2021/22,People subject to repeat detentions,2,Gender,2,All submissions,MHSDS,All prov,All providers,4029,4029,NULL
2021/22,People subject to repeat detentions,2,Gender,3,All submissions,MHSDS,All prov,All providers,7,7,NULL
2021/22,People subject to repeat detentions,2,Gender,4,All submissions,MHSDS,All prov,All providers,9,9,NULL
2021/22,People subject to repeat detentions,2,Gender,9,All submissions,MHSDS,All prov,All providers,8,8,NULL
2021/22,People subject to repeat detentions,2,Gender,All,All submissions,Both,All prov,All providers,0,0,NULL
2021/22,People subject to repeat detentions,3,Age,15 and under,All submissions,MHSDS,All prov,All providers,4,4,NULL
2021/22,People subject to repeat detentions,3,Age,16 to 17,All submissions,MHSDS,All prov,All providers,15,15,NULL
2021/22,People subject to repeat detentions,3,Age,18 to 34,All submissions,MHSDS,All prov,All providers,800,800,NULL
2021/22,People subject to repeat detentions,3,Age,35 to 49,All submissions,MHSDS,All prov,All providers,419,419,NULL
2021/22,People subject to repeat detentions,3,Age,50 to 64,All submissions,MHSDS,All prov,All providers,307,307,NULL
2021/22,People subject to repeat detentions,3,Age,65 and over,All submissions,MHSDS,All prov,All providers,78,78,NULL
2021/22,People subject to repeat detentions,3,Age,All,All submissions,Both,All prov,All providers,0,0,NULL
2021/22,People subject to repeat detentions,3,All,All,All submissions,MHSDS,All prov,All providers,1623,1623,NULL
2021/22,People subject to repeat detentions,3,Ethnicity,African,All submissions,MHSDS,All prov,All providers,71,71,NULL
2021/22,People subject to repeat detentions,3,Ethnicity,All,All submissions,Both,All prov,All providers,0,0,NULL
2021/22,People subject to repeat detentions,3,Ethnicity,Any Other Asian Background,All submissions,MHSDS,All prov,All providers,33,33,NULL
2021/22,People subject to repeat detentions,3,Ethnicity,Any Other Black Background,All submissions,MHSDS,All prov,All providers,58,58,NULL
2021/22,People subject to repeat detentions,3,Ethnicity,Any Other Mixed Background,All submissions,MHSDS,All prov,All providers,48,48,NULL
2021/22,People subject to repeat detentions,3,Ethnicity,Any Other White Background,All submissions,MHSDS,All prov,All providers,109,109,NULL
2021/22,People subject to repeat detentions,3,Ethnicity,Any other ethnic group,All submissions,MHSDS,All prov,All providers,56,56,NULL
2021/22,People subject to repeat detentions,3,Ethnicity,Asian or Asian British,All submissions,MHSDS,All prov,All providers,103,103,NULL
2021/22,People subject to repeat detentions,3,Ethnicity,Bangladeshi,All submissions,MHSDS,All prov,All providers,17,17,NULL
2021/22,People subject to repeat detentions,3,Ethnicity,Black or Black British,All submissions,MHSDS,All prov,All providers,175,175,NULL
2021/22,People subject to repeat detentions,3,Ethnicity,British,All submissions,MHSDS,All prov,All providers,722,722,NULL
2021/22,People subject to repeat detentions,3,Ethnicity,Caribbean,All submissions,MHSDS,All prov,All providers,46,46,NULL
2021/22,People subject to repeat detentions,3,Ethnicity,Chinese,All submissions,MHSDS,All prov,All providers,4,4,NULL
2021/22,People subject to repeat detentions,3,Ethnicity,Indian,All submissions,MHSDS,All prov,All providers,17,17,NULL
2021/22,People subject to repeat detentions,3,Ethnicity,Irish,All submissions,MHSDS,All prov,All providers,10,10,NULL
2021/22,People subject to repeat detentions,3,Ethnicity,Mixed,All submissions,MHSDS,All prov,All providers,88,88,NULL
2021/22,People subject to repeat detentions,3,Ethnicity,Not Known,All submissions,MHSDS,All prov,All providers,158,158,NULL
2021/22,People subject to repeat detentions,3,Ethnicity,Not Stated,All submissions,MHSDS,All prov,All providers,141,141,NULL
2021/22,People subject to repeat detentions,3,Ethnicity,Other Ethnic Groups,All submissions,MHSDS,All prov,All providers,359,359,NULL
2021/22,People subject to repeat detentions,3,Ethnicity,Pakistani,All submissions,MHSDS,All prov,All providers,36,36,NULL
2021/22,People subject to repeat detentions,3,Ethnicity,Unknown,All submissions,MHSDS,All prov,All providers,57,57,NULL
2021/22,People subject to repeat detentions,3,Ethnicity,White,All submissions,MHSDS,All prov,All providers,841,841,NULL
2021/22,People subject to repeat detentions,3,Ethnicity,White and Asian,All submissions,MHSDS,All prov,All providers,4,4,NULL
2021/22,People subject to repeat detentions,3,Ethnicity,White and Black African,All submissions,MHSDS,All prov,All providers,11,11,NULL
2021/22,People subject to repeat detentions,3,Ethnicity,White and Black Caribbean,All submissions,MHSDS,All prov,All providers,25,25,NULL
2021/22,People subject to repeat detentions,3,Gender,1,All submissions,MHSDS,All prov,All providers,746,746,NULL
2021/22,People subject to repeat detentions,3,Gender,2,All submissions,MHSDS,All prov,All providers,870,870,NULL
2021/22,People subject to repeat detentions,3,Gender,3,All submissions,MHSDS,All prov,All providers,2,2,NULL
2021/22,People subject to repeat detentions,3,Gender,4,All submissions,MHSDS,All prov,All providers,1,1,NULL
2021/22,People subject to repeat detentions,3,Gender,9,All submissions,MHSDS,All prov,All providers,1,1,NULL
2021/22,People subject to repeat detentions,3,Gender,All,All submissions,Both,All prov,All providers,0,0,NULL
2021/22,People subject to repeat detentions,4,Age,15 and under,All submissions,Both,All prov,All providers,0,0,NULL
2021/22,People subject to repeat detentions,4,Age,16 to 17,All submissions,MHSDS,All prov,All providers,2,2,NULL
2021/22,People subject to repeat detentions,4,Age,18 to 34,All submissions,MHSDS,All prov,All providers,240,240,NULL
2021/22,People subject to repeat detentions,4,Age,35 to 49,All submissions,MHSDS,All prov,All providers,101,101,NULL
2021/22,People subject to repeat detentions,4,Age,50 to 64,All submissions,MHSDS,All prov,All providers,45,45,NULL
2021/22,People subject to repeat detentions,4,Age,65 and over,All submissions,MHSDS,All prov,All providers,9,9,NULL
2021/22,People subject to repeat detentions,4,Age,All,All submissions,Both,All prov,All providers,0,0,NULL
2021/22,People subject to repeat detentions,4,All,All,All submissions,MHSDS,All prov,All providers,397,397,NULL
2021/22,People subject to repeat detentions,4,Ethnicity,African,All submissions,MHSDS,All prov,All providers,18,18,NULL
2021/22,People subject to repeat detentions,4,Ethnicity,All,All submissions,Both,All prov,All providers,0,0,NULL
2021/22,People subject to repeat detentions,4,Ethnicity,Any Other Asian Background,All submissions,MHSDS,All prov,All providers,3,3,NULL
2021/22,People subject to repeat detentions,4,Ethnicity,Any Other Black Background,All submissions,MHSDS,All prov,All providers,17,17,NULL
2021/22,People subject to repeat detentions,4,Ethnicity,Any Other Mixed Background,All submissions,MHSDS,All prov,All providers,4,4,NULL
2021/22,People subject to repeat detentions,4,Ethnicity,Any Other White Background,All submissions,MHSDS,All prov,All providers,15,15,NULL
2021/22,People subject to repeat detentions,4,Ethnicity,Any other ethnic group,All submissions,MHSDS,All prov,All providers,9,9,NULL
2021/22,People subject to repeat detentions,4,Ethnicity,Asian or Asian British,All submissions,MHSDS,All prov,All providers,16,16,NULL
2021/22,People subject to repeat detentions,4,Ethnicity,Bangladeshi,All submissions,MHSDS,All prov,All providers,2,2,NULL
2021/22,People subject to repeat detentions,4,Ethnicity,Black or Black British,All submissions,MHSDS,All prov,All providers,49,49,NULL
2021/22,People subject to repeat detentions,4,Ethnicity,British,All submissions,MHSDS,All prov,All providers,189,189,NULL
2021/22,People subject to repeat detentions,4,Ethnicity,Caribbean,All submissions,MHSDS,All prov,All providers,14,14,NULL
2021/22,People subject to repeat detentions,4,Ethnicity,Chinese,All submissions,Both,All prov,All providers,0,0,NULL
2021/22,People subject to repeat detentions,4,Ethnicity,Indian,All submissions,MHSDS,All prov,All providers,6,6,NULL
2021/22,People subject to repeat detentions,4,Ethnicity,Irish,All submissions,MHSDS,All prov,All providers,2,2,NULL
2021/22,People subject to repeat detentions,4,Ethnicity,Mixed,All submissions,MHSDS,All prov,All providers,11,11,NULL
2021/22,People subject to repeat detentions,4,Ethnicity,Not Known,All submissions,MHSDS,All prov,All providers,43,43,NULL
2021/22,People subject to repeat detentions,4,Ethnicity,Not Stated,All submissions,MHSDS,All prov,All providers,39,39,NULL
2021/22,People subject to repeat detentions,4,Ethnicity,Other Ethnic Groups,All submissions,MHSDS,All prov,All providers,91,91,NULL
2021/22,People subject to repeat detentions,4,Ethnicity,Pakistani,All submissions,MHSDS,All prov,All providers,5,5,NULL
2021/22,People subject to repeat detentions,4,Ethnicity,Unknown,All submissions,MHSDS,All prov,All providers,24,24,NULL
2021/22,People subject to repeat detentions,4,Ethnicity,White,All submissions,MHSDS,All prov,All providers,206,206,NULL
2021/22,People subject to repeat detentions,4,Ethnicity,White and Asian,All submissions,MHSDS,All prov,All providers,2,2,NULL
2021/22,People subject to repeat detentions,4,Ethnicity,White and Black African,All submissions,MHSDS,All prov,All providers,2,2,NULL
2021/22,People subject to repeat detentions,4,Ethnicity,White and Black Caribbean,All submissions,MHSDS,All prov,All providers,3,3,NULL
2021/22,People subject to repeat detentions,4,Gender,1,All submissions,MHSDS,All prov,All providers,138,138,NULL
2021/22,People subject to repeat detentions,4,Gender,2,All submissions,MHSDS,All prov,All providers,255,255,NULL
2021/22,People subject to repeat detentions,4,Gender,3,All submissions,MHSDS,All prov,All providers,2,2,NULL
2021/22,People subject to repeat detentions,4,Gender,4,All submissions,MHSDS,All prov,All providers,1,1,NULL
2021/22,People subject to repeat detentions,4,Gender,9,All submissions,MHSDS,All prov,All providers,1,1,NULL
2021/22,People subject to repeat detentions,4,Gender,All,All submissions,Both,All prov,All providers,0,0,NULL
2021/22,People subject to repeat detentions,5,Age,15 and under,All submissions,Both,All prov,All providers,0,0,NULL
2021/22,People subject to repeat detentions,5,Age,16 to 17,All submissions,Both,All prov,All providers,0,0,NULL
2021/22,People subject to repeat detentions,5,Age,18 to 34,All submissions,MHSDS,All prov,All providers,67,67,NULL
2021/22,People subject to repeat detentions,5,Age,35 to 49,All submissions,MHSDS,All prov,All providers,21,21,NULL
2021/22,People subject to repeat detentions,5,Age,50 to 64,All submissions,MHSDS,All prov,All providers,11,11,NULL
2021/22,People subject to repeat detentions,5,Age,65 and over,All submissions,MHSDS,All prov,All providers,2,2,NULL
2021/22,People subject to repeat detentions,5,Age,All,All submissions,Both,All prov,All providers,0,0,NULL
2021/22,People subject to repeat detentions,5,All,All,All submissions,MHSDS,All prov,All providers,101,101,NULL
2021/22,People subject to repeat detentions,5,Ethnicity,African,All submissions,MHSDS,All prov,All providers,9,9,NULL
2021/22,People subject to repeat detentions,5,Ethnicity,All,All submissions,Both,All prov,All providers,0,0,NULL
2021/22,People subject to repeat detentions,5,Ethnicity,Any Other Asian Background,All submissions,MHSDS,All prov,All providers,2,2,NULL
2021/22,People subject to repeat detentions,5,Ethnicity,Any Other Black Background,All submissions,MHSDS,All prov,All providers,3,3,NULL
2021/22,People subject to repeat detentions,5,Ethnicity,Any Other Mixed Background,All submissions,MHSDS,All prov,All providers,1,1,NULL
2021/22,People subject to repeat detentions,5,Ethnicity,Any Other White Background,All submissions,MHSDS,All prov,All providers,3,3,NULL
2021/22,People subject to repeat detentions,5,Ethnicity,Any other ethnic group,All submissions,MHSDS,All prov,All providers,4,4,NULL
2021/22,People subject to repeat detentions,5,Ethnicity,Asian or Asian British,All submissions,MHSDS,All prov,All providers,3,3,NULL
2021/22,People subject to repeat detentions,5,Ethnicity,Bangladeshi,All submissions,Both,All prov,All providers,0,0,NULL
2021/22,People subject to repeat detentions,5,Ethnicity,Black or Black British,All submissions,MHSDS,All prov,All providers,13,13,NULL
2021/22,People subject to repeat detentions,5,Ethnicity,British,All submissions,MHSDS,All prov,All providers,54,54,NULL
2021/22,People subject to repeat detentions,5,Ethnicity,Caribbean,All submissions,MHSDS,All prov,All providers,1,1,NULL
2021/22,People subject to repeat detentions,5,Ethnicity,Chinese,All submissions,MHSDS,All prov,All providers,1,1,NULL
2021/22,People subject to repeat detentions,5,Ethnicity,Indian,All submissions,Both,All prov,All providers,0,0,NULL
2021/22,People subject to repeat detentions,5,Ethnicity,Irish,All submissions,Both,All prov,All providers,0,0,NULL
2021/22,People subject to repeat detentions,5,Ethnicity,Mixed,All submissions,MHSDS,All prov,All providers,6,6,NULL
2021/22,People subject to repeat detentions,5,Ethnicity,Not Known,All submissions,MHSDS,All prov,All providers,10,10,NULL
2021/22,People subject to repeat detentions,5,Ethnicity,Not Stated,All submissions,MHSDS,All prov,All providers,4,4,NULL
2021/22,People subject to repeat detentions,5,Ethnicity,Other Ethnic Groups,All submissions,MHSDS,All prov,All providers,19,19,NULL
2021/22,People subject to repeat detentions,5,Ethnicity,Pakistani,All submissions,MHSDS,All prov,All providers,1,1,NULL
2021/22,People subject to repeat detentions,5,Ethnicity,Unknown,All submissions,MHSDS,All prov,All providers,3,3,NULL
2021/22,People subject to repeat detentions,5,Ethnicity,White,All submissions,MHSDS,All prov,All providers,57,57,NULL
2021/22,People subject to repeat detentions,5,Ethnicity,White and Asian,All submissions,MHSDS,All prov,All providers,3,3,NULL
2021/22,People subject to repeat detentions,5,Ethnicity,White and Black African,All submissions,Both,All prov,All providers,0,0,NULL
2021/22,People subject to repeat detentions,5,Ethnicity,White and Black Caribbean,All submissions,MHSDS,All prov,All providers,2,2,NULL
2021/22,People subject to repeat detentions,5,Gender,1,All submissions,MHSDS,All prov,All providers,21,21,NULL
2021/22,People subject to repeat detentions,5,Gender,2,All submissions,MHSDS,All prov,All providers,77,77,NULL
2021/22,People subject to repeat detentions,5,Gender,3,All submissions,MHSDS,All prov,All providers,1,1,NULL
2021/22,People subject to repeat detentions,5,Gender,4,All submissions,Both,All prov,All providers,0,0,NULL
2021/22,People subject to repeat detentions,5,Gender,9,All submissions,MHSDS,All prov,All providers,1,1,NULL
2021/22,People subject to repeat detentions,5,Gender,All,All submissions,Both,All prov,All providers,0,0,NULL
2021/22,People subject to repeat detentions,6,Age,15 and under,All submissions,Both,All prov,All providers,0,0,NULL
2021/22,People subject to repeat detentions,6,Age,16 to 17,All submissions,MHSDS,All prov,All providers,1,1,NULL
2021/22,People subject to repeat detentions,6,Age,18 to 34,All submissions,MHSDS,All prov,All providers,41,41,NULL
2021/22,People subject to repeat detentions,6,Age,35 to 49,All submissions,MHSDS,All prov,All providers,9,9,NULL
